"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.824,0.122367223445404,0.670959537645385,0.105139793182125,1.04304619589297,0.559741527681285,0.993895729140474,0.192442720721319,"(i)","spikeslab",100
