"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.4925,0.11489454980876,0.0402134670884671,0.0608999384492076,5.06737677627825,1.36551128602432,4.92459815883828,1.33006625256039,"(iv)",0.1,100
