"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.466,0.112564235309032,0.759183121543727,0.0517790495445914,9.72001809694918,2.81004933535033,9.35284635058759,2.81379873884203,"(iv)",1.5,100
