"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.5005,0.126230308995466,0.739585428453377,0.059135558104941,10.1210748704449,4.05283544122827,9.79671782382152,4.12924307838003,"(iv)",100,100
