"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.50175,0.0758166814884376,0.312169678820078,0.101077372939819,8.07062207490247,1.53751491056781,7.31695411603685,1.49079402126134,"(ii)",0.1,100
