"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.43525,0.0801746042816375,0.842748671532498,0.0238235486185579,17.4806310248242,3.33610716824406,16.5492386296965,3.56481088368608,"(ii)",100,100
