"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.908,0.14047538337137,0.0135238095238095,0.0506976003823889,0.188636172777026,0.0788872967330014,0.968248679426544,0.0421154236233874,"(iii)",1.1,100
