"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.72,0.220192753025272,0.347849890118257,0.402548710753665,1.37140695040813,1.43757157898428,1.30937368576456,0.47802212866115,"(iii)",1.5,100
