"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.908,0.14047538337137,0.0148571428571429,0.0570115534893552,0.187680240806503,0.0792559348723885,0.967946437294344,0.042117874003809,"(iii)",1.01,100
