"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.374,0.208224820224621,0.625296897546898,0.333369100180053,2.80817032246828,1.32965439609046,2.54639252572155,1.01406877250843,"(iii)",2,100
