"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.034,0.0755050336137274,0,0,3.62549495197721,0.788698917947799,3.77244739366575,0.782091437644555,"(iii)",3,100
