"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0,0,0,0,3.72027883245241,0.767326491662922,3.85675960532206,0.763626064698709,"(iii)",100,100
