"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.894,0.146211414663075,0.0526017316017316,0.170523530021651,0.325454286370588,0.633332013085219,0.995900903666051,0.111525523083003,"(iii)",1.3,100
