"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.906,0.140576015598736,0.0238815331010453,0.10546761222904,0.22282416025122,0.299162839989689,0.97641515721616,0.0889963048823067,"(iii)",1.2,100
