"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.527,0.141317752142847,0.792175609925866,0.0612212320367048,8.18921501185259,3.66114280802395,7.67490165900247,3.85563279468503,"(i)",1.3,100
