"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.909,0.0625146447488971,0.669635794847173,0.074301572288678,0.711358150563288,0.236008075625267,0.970403897594209,0.114668544212246,"(iv)","spikeslab",100
