"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.1065,0.0900771274458111,0.05,0.21904291355759,6.87680772960872,1.05726306091114,6.85994466253529,1.10803540309773,"(iv)",3,100
