"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.2145,0.0868340458296832,0.73758182301285,0.211735292433147,7.04125912845,1.26637980524143,6.12426092175642,1.30024645757042,"(iv)",1.5,100
