"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.968,0.0379526552484018,0.741276765387703,0.05502987498081,0.619665753720545,0.0713367108698062,0.866013023637222,0.0801511274772706,"(iv)","lasso",100
