"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.626,0.20031288656812,0.949198714038137,0.015383393971856,10.542565012506,4.65982325509488,10.3027266975663,4.65019061619446,"(iii)",1.1,100
