"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.608,0.196782195137752,0.950248161281547,0.0167769960765964,10.4921545869879,3.84721728925514,10.2539557879778,3.54328895040468,"(iii)",100,100
