"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.9305,0.0481448781588373,0.00659482038429407,0.0185875536743595,0.311722900842801,0.0623641941122154,0.971501044861129,0.0478112482223345,"(iv)","varbvs",100
