"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.9345,0.0414052404822619,0.00514255338581398,0.0131498012794103,0.390079041128932,0.0624795749917429,0.961350841322551,0.0412392195201006,"(ii)","varbvs",100
