"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.968,0.0736905898354941,0.81588098503915,0.124001388386203,0.463200012412594,0.0767062612759577,0.8947529476606,0.142314893290809,"(iii)","lasso",100
