"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.806,0.284913596684605,0.0446861470180558,0.131686607817678,0.841758087962066,1.11392822326138,1.21621090507199,0.897568596579035,"(i)",1.2,100
