"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.177,0.163827329647388,0.02,0.14070529413629,4.36417897175142,1.18780158750292,4.39279103928656,1.19041515540174,"(i)",3,100
