"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.92,0.127128345232746,0.009,0.0395981498054324,0.18131053871197,0.0794760548616855,0.990525839782388,0.050330690473246,"(iii)","varbvs",100
