"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.932,0.0750488056688661,0.91311622849367,0.0121633548468537,2.33024528056486,0.725582528668226,2.21267140352504,0.508457076230248,"(i)","spikeslab",100
