"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.83575,0.0628906980322997,0.912191449327027,0.00993135729600395,5.38876039705794,0.856392951724651,4.88984889993163,0.688476605722351,"(ii)","spikeslab",100
