"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.836,0.151437555888007,0.802815327137857,0.0638004178438885,0.584852965286134,0.28751436825899,1.14960046163869,0.158620280916809,"(iii)","spikeslab",100
