"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.925,0.0592461054424762,0.88490525503854,0.0169280326788277,2.06479770624342,0.371683835206464,2.13110122373972,0.277143693387791,"(iv)","spikeslab",100
