"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0,0,0,0,11.0452520872888,0.753084248274009,11.0486478645984,0.819236265583488,"(ii)",2,100
