"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.935,0.0467369600460217,0.0150796900891146,0.0208290831959351,0.424463417726981,0.0585945300795662,0.928725070586821,0.0296381036367657,"(ii)",1.1,100
