"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.1715,0.0500025251887595,0.92287776960802,0.0966806226945553,10.6646357602243,0.970195503682154,8.30993571570875,1.04206700562627,"(ii)",1.3,100
