"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.1035,0.0932724368436221,0,0,9.80132092166017,1.31171439561402,9.58240913524797,1.39317250221416,"(ii)",5,100
