"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.1055,0.092221461600855,0.21,0.409360180740332,9.83039674115138,1.27829665401468,9.59553238669359,1.33982254773544,"(ii)",3,100
