"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.01925,0.0445027237845328,0.145993985584718,0.314720960078664,11.0200053772222,0.806622591334122,10.795228056028,1.19068106625359,"(ii)",1.5,100
