"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.9365,0.0475962607817467,0.0385742090861084,0.059826811702928,0.340824177145138,0.0675129725474921,0.907794832540084,0.0544842929887581,"(iv)","sparsevb",100
