"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.93975,0.0399012353926365,0.0328194744641058,0.0421050345945842,0.41622520333242,0.0688760036688631,0.873981415193078,0.0489883426928633,"(ii)","sparsevb",100
