"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.896,0.100423346313736,0.0931202838269402,0.145759926812411,0.506326452354141,0.215471376947666,0.827104676036197,0.116581999571987,"(i)","sparsevb",100
