"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.937,0.0786951668968895,0.739423172530667,0.0695698229837247,0.81815129425597,0.129512659793736,0.777929244303066,0.16344539593153,"(i)","lasso",100
