"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.9645,0.028019653996811,0.769734437159218,0.0357259339621602,0.872352078437661,0.0830028060307907,0.752560290981893,0.106894476721526,"(ii)","lasso",100
