"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.807,0.285067775035405,0.0214664502164502,0.0522148732179815,0.742139230954525,1.06601445508656,1.17788151237376,0.901571644545507,"(i)",1.1,100
