"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.92,0.127128345232746,0.0505664251207729,0.13709910269683,0.211629141478062,0.122117172869692,0.949752038180421,0.0705099223780843,"(iii)","sparsevb",100
