"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","method","number_of_simulations"
0.889,0.101399300696889,0.0106338383838384,0.0332282366284454,0.411658980004714,0.126417210313069,0.96404378182252,0.0888140910238935,"(i)","varbvs",100
