"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.104,0.118849705617021,0,0,4.77388210270454,1.08113250970723,4.82183929793915,1.12301876013278,"(i)",100,100
