"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.0965,0.0910807722338094,0,0,6.87212294252054,1.13205911398085,6.85791513049359,1.18471236728822,"(iv)",100,100
