"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.30225,0.0810361404597113,0.949258456276382,0.0244305205289349,10.8416731291854,1.32492018133768,5.45128237534824,1.41832643740716,"(ii)",1.2,100
