"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0,0,0,0,3.78313910884865,0.849487880517276,3.89925089811966,0.838902600236075,"(iii)",5,100
