"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.93575,0.0467713922319309,0.0127849051233525,0.0201477761840029,0.400936479088106,0.0575814573846546,0.920740384804272,0.0300679392769223,"(ii)",1.01,100
