"","TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
"1",0.3865,0.126302306896085,0.883063470594479,0.124317383299046,6.3424313946444,1.66383627906173,4.0365222457298,1.23588103286822,"(iv)",1.3,100
