"TPR_mean","TPR_SD","FDR_mean","FDR_SD","L2_mean","L2_SD","MSPE_mean","MSPE_SD","config","a","number_of_simulations"
0.10425,0.0925272959998859,0.00111111111111111,0.0111111111111111,9.79232565124407,1.28098664625509,9.5706458145785,1.36504357624914,"(ii)",100,100
